date        NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
200003   7.79  10.70   5.81  12.17   4.00   7.53  13.47   0.11   5.77  14.09
200004  -1.83   9.51   1.30  -1.96 -10.69  -7.90  -4.45   5.17   7.60  -3.40
200005   7.25 -13.35  -1.54   9.50 -10.86 -10.45  -2.64   3.98   3.90   3.41
200006   2.38  -9.49  -1.09  -5.27  13.04   4.21  -2.34  11.54  -4.76  -2.82
200007   0.83   4.59  -0.61  -2.57  -5.18  -7.39  -1.38  -6.20   4.43   5.59
200008  -1.82   7.90   6.90   8.77  12.53  -1.06  -2.44   3.62  11.72   8.98
200009   3.42  -3.71  -5.94   4.51 -15.01  -4.00   2.72   3.68   9.63   0.40
200010   7.62   1.86   4.58  -2.92  -7.31  -0.38  -1.44   2.60  -2.24  -0.94
200011   2.79 -11.32  -3.68  -2.62 -23.38 -15.56  -1.37   0.76   3.10  -5.94
200012   5.45   1.45   7.08   7.64  -7.96  -4.19   5.63   3.54   6.58   7.24
200101  -1.90  13.43  -0.06  -3.39  16.56  14.22   6.60  -8.95 -10.77   0.00
200102   0.19  -1.25  -4.28   0.06 -26.02  -9.94  -5.38  -0.48   6.24  -4.29
200103  -4.66  -2.81  -7.31  -0.18 -13.60  -5.83  -2.86  -8.46   1.64  -4.13
200104   0.91   8.18   8.47  10.12  17.98   2.68   5.61   4.02   5.47   5.81
200105   3.36  -2.85   2.87   0.11  -3.32  -1.31   1.59   3.02   0.01   3.71
200106  -1.60   3.52  -4.42  -7.55   1.47  -3.05  -2.50  -2.83  -6.22   0.07
200107  -0.14   3.18   0.54  -2.29  -7.58  -0.72   4.56   2.28  -3.66  -2.34
200108   2.52 -11.14  -1.96  -3.49 -12.67  -9.26  -6.98  -3.12   0.42  -5.38
200109  -2.56 -16.87 -12.72  -5.61 -18.93  -2.46  -9.62  -0.61  -6.39  -8.29
200110   1.07   1.19   3.84   4.65  15.70  -9.42   1.65   1.20   1.40  -0.52
200111   2.08  15.18   8.36  -4.08  15.92   6.03  10.15   5.03  -1.63   7.95
200112   2.01  -0.77   2.64   5.96  -0.61   2.75   4.51  -2.88   3.85   3.26
200201   1.92   2.79   1.69  -2.88  -0.57  -7.22   2.77  -2.35  -4.07  -2.91
200202   4.36   3.17   4.25   5.41 -13.22  -2.39  -0.09  -0.51  -0.26  -0.48
200203   3.73   6.70   4.99   7.66   6.43   0.33   2.03   0.47  10.04   5.32
200204   2.66   1.99  -1.49  -4.57 -11.78 -12.70  -1.39  -7.60  -0.56  -3.73
200205   1.45  -0.45  -0.28  -0.73  -3.80   2.98  -1.28  -2.23  -6.47  -0.44
200206  -5.77  -8.39  -3.06  -0.11 -12.21 -14.40  -5.09  -9.61  -5.36  -5.44
200207  -6.72 -11.98  -8.48 -11.86  -9.57 -11.69 -11.31  -2.60 -12.30  -6.44
200208   2.49   0.44  -1.29   0.60  -0.85   0.34   1.90   0.67   3.38   1.07
200209  -7.68 -11.16  -8.26  -8.04 -16.75  -9.32  -9.40  -5.85 -10.86 -10.72
200210   5.26  -2.83   3.83   3.25  19.36  21.34   5.70   5.69  -0.68   6.41
200211  -1.28  12.02   6.13   3.08  16.17  11.83   1.93   3.70   1.62   4.64
200212   0.00  -6.90  -3.77   0.83 -13.02  -9.07  -6.94  -4.07   3.84  -4.98
200301  -4.79  -3.57  -4.03  -2.42  -1.47  -3.48  -4.77  -0.59  -3.17  -2.31
200302  -3.08  -4.86  -2.19   2.01   1.28  -6.44  -1.21  -1.94  -3.92  -2.60
200303  -2.68  -2.67   1.35   1.32  -0.99  -0.57   4.61   3.80   4.35   0.77
200304   4.69  15.16   6.27  -0.49   9.22  11.16   8.90   4.33   7.44  11.78
200305   9.22   2.79   4.67   8.77   9.73   6.23   3.41   3.92  10.11   5.31
200306   1.57   2.19   0.55  -1.15   0.25   1.96   3.46   4.10   0.66   0.94
200307  -2.33   6.65   4.89  -2.61   5.63  -1.62   3.32   0.63  -5.25   3.58
200308   0.66   8.08   4.12   6.24   6.08   1.39   6.75  -2.54   1.91   0.63
200309   1.11  -4.23  -3.70  -2.28  -0.89  -5.66  -4.53   0.23   3.91   0.30
200310   5.59   7.23   8.80   1.60   8.24   6.69   9.03   0.72   1.58   6.41
200311   3.78   3.11   2.06   0.61   1.90  -0.63   0.58   1.63   0.95   1.09
200312   3.31  11.96   6.74  13.49   2.12   7.36  -2.13   5.69   5.81   4.50
200401   0.13  -0.96  -0.67   0.33   4.48   1.43   0.46   3.03   1.91   2.71
200402   4.28  -0.23   2.00   4.64  -2.92  -0.79   6.08   0.90   2.06   2.00
200403  -0.30  -1.13  -0.20  -0.10  -2.57  -2.42   0.30  -3.90   1.16  -0.58
200404   1.51   2.52  -0.21   2.51  -4.90  -0.49  -2.68   3.57  -3.51  -3.85
200405  -2.19  -1.57   1.61   0.47   4.84  -2.90   0.27  -0.38   1.28   2.07
200406   1.87   5.45   5.33   5.46   2.63   0.60   0.07  -0.38   2.01   1.54
200407  -5.81  -4.78  -4.06   3.34  -8.53  -1.30  -3.98  -5.89   0.99  -2.48
200408   0.83  -2.38   1.31  -1.33  -4.59   1.29  -1.15   1.66   3.61   1.88
200409  -1.76   2.62   1.89   8.79   3.43   1.35   2.58  -1.41   1.36   1.21
200410   2.87  -2.84  -1.38   0.69   5.12   3.42   3.08  -2.40   4.18   1.24
200411   4.52   7.10   7.16   6.47   5.76   3.46   3.61   0.66   5.04   5.00
200412   4.80   4.89   2.59  -2.19   3.09   4.33   3.43   5.66   2.41   4.43
200501  -0.08  -6.81  -1.76   3.01  -6.34  -3.91  -1.08  -4.06   1.70  -2.41
200502   0.60  -0.45   4.09  19.14   0.07  -0.15   0.86   2.47   2.32   0.09
200503  -0.88  -7.65  -1.45  -3.37  -2.50  -0.11   0.00  -0.42   0.58  -2.32
200504  -1.02 -11.16  -4.75  -5.74  -4.44  -1.98  -5.34   3.95   2.01  -1.73
200505   2.27   8.75   2.89   2.10   8.21   1.45   6.39   1.46   1.80   3.20
200506  -1.61   1.97  -1.18   5.81  -1.67   0.19   2.47  -0.56   5.59   1.42
200507   2.41   5.30   5.78   6.18   6.04   2.98   5.83   3.73   2.99   2.50
200508   0.10  -2.79  -1.43   5.72  -0.38  -1.16  -5.57  -0.31   1.16  -1.80
200509   0.25  -4.88   0.77   7.09   0.77  -1.49  -1.75  -1.95   4.39   1.23
200510  -1.81  -4.26  -2.43 -10.06  -1.57  -3.23   1.63  -3.25  -6.84   1.10
200511   1.01   2.29   5.31   1.24   6.48   2.61   4.00   1.57  -0.19   4.98
200512  -0.16  -0.77   1.45   0.58  -1.90  -1.59  -0.61   2.41   1.23   0.19
200601   0.18   6.03   5.06  12.62   4.07   3.76   1.98   2.20   3.05   1.39
200602   1.15  -0.59   1.19  -8.21  -1.30   3.34   1.44   1.09   0.22   1.07
200603   1.23   2.68   2.96   4.13   2.96   1.83   2.41  -0.98  -3.65   1.86
200604   1.03   0.57   4.00   4.72  -1.10   1.68  -1.66  -1.90   1.85   2.20
200605   1.30   0.43  -3.31  -3.47  -6.98  -0.30  -1.93  -2.19   1.52  -3.19
200606  -0.08   2.02  -0.50   2.66  -1.22   2.90   0.27  -0.15   2.41  -0.33
200607   3.52  -3.15  -3.61   4.83  -3.87   2.31  -4.29   4.24   4.85  -1.12
200608   2.91   2.08   2.18  -3.39   7.42   2.34   2.02   2.27   2.33   1.63
200609  -0.29   4.32   1.91  -3.72   3.70   3.37   5.77   1.67  -2.14   3.30
200610   2.81   5.14   4.25   5.17   4.25   5.35   3.90   1.63   5.34   2.90
200611   1.26   1.67   3.64   8.56   3.15   0.80  -1.32   0.04   3.02   1.69
200612   1.78  -0.98   0.66  -2.17  -1.05   4.23   1.48   0.08   0.69   3.24
200701   1.24   2.41   3.28  -1.23   2.14   2.98   3.54   3.51   0.36   1.10
200702  -1.71  -0.28   0.69  -2.18  -2.50  -2.52  -0.84  -2.79   4.26  -2.25
200703   2.41  -1.16   1.63   5.99   0.88   2.32   0.74  -0.22   4.36  -0.29
200704   3.63   6.41   4.47   5.37   4.97   2.01   2.24   6.83   3.94   3.37
200705   2.76   3.44   4.76   7.08   4.09   6.81   2.52   1.10   1.19   3.19
200706  -1.19   2.31  -0.49   0.92   0.71  -1.71  -1.93  -3.40  -4.77  -2.73
200707  -4.25  -5.94  -0.12  -1.08  -1.09  -3.07  -5.39  -4.04  -3.84  -5.56
200708   1.60  -1.95   0.89   0.25   2.74  -0.85   1.35   2.33   1.92   0.91

